ids,sentences,OCR
1.19.20.3,ye ’dhyāsanaṁ rāja-kirīṭa-juṣṭaṁ,ye 'dhyasanam raja-kirita-justam
1.19.20.4,sadyo jahur bhagavat-pārśva-kāmāḥ,sadyo jahur bhagavat-parsva-kamah
1.19.21.1,sarve vayaṁ tāvad ihāsmahe ’tha,sarve vayam tavad ihasmahe 'tha
1.19.21.2,kalevaraṁ yāvad asau vihāya,kalevaram yavad asau vihaya
1.19.21.3,lokaṁ paraṁ virajaskaṁ viśokaṁ,lokam param virajaskam visokam
1.19.21.4,yāsyaty ayaṁ bhāgavata-pradhānaḥ,yasyaty ayam bhagavata-pradhanah
1.19.22.1,āśrutya tad ṛṣi-gaṇa-vacaḥ parīkṣit,asrutya tad rsi-gana-vacah pariksit
1.19.22.2,samaṁ madhu-cyud guru cāvyalīkam,samam madhu-cyud guru cavyalikam
1.19.22.3,ābhāṣatainān abhinandya yuktān,abhasatainan abhinandya yuktan
1.19.22.4,śuśrūṣamāṇaś caritāni viṣṇoḥ,Ssusrusamanas caritani visnoh
1.19.23.1,samāgatāḥ sarvata eva sarve,samagatah sarvata eva sarve
1.19.23.2,vedā yathā mūrti-dharās tri-pṛṣṭhe,veda yatha murti-dharas tri-prsthe
1.19.23.3,nehātha nāmutra ca kaścanārtha,nehatha namutra ca kascanartha
1.19.23.4,ṛte parānugraham ātma-śīlam,rte paranugraham atma-silam
1.19.24.1,tataś ca vaḥ pṛcchyam imaṁ vipṛcche,tatas ca vah prechyam imam vipreche
1.19.24.2,viśrabhya viprā iti kṛtyatāyām,visrabhya vipra iti krtyatayam
1.19.24.3,sarvātmanā mriyamāṇaiś ca kṛtyaṁ,sarvatmana mriyamanais ca krtyam
1.19.24.4,śuddhaṁ ca tatrāmṛśatābhiyuktāḥ,suddham ca tatramréatabhiyuktah
1.19.25.1,tatrābhavad bhagavān vyāsa-putro,tatrabhavad bhagavan vyasa-putro
1.19.25.2,yadṛcchayā gām aṭamāno ’napekṣaḥ,yadrechaya gam atamano 'napeksah
1.19.25.3,alakṣya-liṅgo nija-lābha-tuṣṭo,alaksya-lingo nija-labha-tusto
1.19.25.4,vṛtaś ca bālair avadhūta-veṣaḥ,vrtas ca balair avadhuta-vesah
1.19.26.1,taṁ dvyaṣṭa-varṣaṁ su-kumāra-pāda-,tam dvyasta-varsam su-kumara-pada-
1.19.26.2,karoru-bāhv-aṁsa-kapola-gātram,karoru-bahv-amsa-kapola-gatram
1.19.26.3,cārv-āyatākṣonnasa-tulya-karṇa-,carv-ayataksonnasa-tulya-karna-
1.19.26.4,subhrv-ānanaṁ kambu-sujāta-kaṇṭham,subhrv-ananam kambu-syjata-kantham
1.19.27.1,nigūḍha-jatruṁ pṛthu-tuṅga-vakṣasam,nigudha-jatrum prthu-turnrga-vaksasam
1.19.27.2,āvarta-nābhiṁ vali-valgūdaraṁ ca,avarta-nabhim vali-valgudaram ca
1.19.27.3,dig-ambaraṁ vaktra-vikīrṇa-keśaṁ,dig-ambaram vaktra-vikirna-kesam
1.19.27.4,pralamba-bāhuṁ svamarottamābham,pralamba-bahum svamarottamabham
1.19.28.1,śyāmaṁ sadāpīvya-vayo-’ṅga-lakṣmyā,Ssyamam sadapivya-vayo-'nga-laksmya
1.19.28.2,strīṇāṁ mano-jñaṁ rucira-smitena,strinam mano-jnam rucira-smitena
1.19.28.3,pratyutthitās te munayaḥ svāsanebhyas,pratyutthitas te munayah svasanebhyas
1.19.28.4,tal-lakṣaṇa-jñā api gūḍha-varcasam,tal-laksana-jna api gudha-varcasam
1.19.29.1,sa viṣṇu-rāto ’tithaya āgatāya,sa visnu-rato 'tithaya agataya
1.19.29.2,tasmai saparyāṁ śirasājahāra,tasmai saparyam sirasajahara
1.19.29.3,tato nivṛttā hy abudhāḥ striyo ’rbhakā,tato nivrtta hy abudhah striyo 'rbhaka
1.19.29.4,mahāsane sopaviveśa pūjitaḥ,mahasane sopavivesa pujitah
1.19.30.1,sa saṁvṛtas tatra mahān mahīyasāṁ,sa samvrtas tatra mahan mahiyasam
1.19.30.2,brahmarṣi-rājarṣi-devarṣi-saṅghaiḥ,brahmarsi-rajarsi-devarsi-sanghaih
1.19.30.3,vyarocatālaṁ bhagavān yathendur,vyarocatalam bhagavan yathendur
1.19.30.4,graharkṣa-tārā-nikaraiḥ parītaḥ,graharksa-tara-nikaraih paritah
1.19.31.1,praśāntam āsīnam akuṇṭha-medhasaṁ,prasantam asinam akuntha-medhasam
1.19.31.2,muniṁ nṛpo bhāgavato ’bhyupetya,munim nrpo bhagavato 'bhyupetya
1.19.31.3,praṇamya mūrdhnāvahitaḥ kṛtāñjalir,pranamya murdhnavahitah krtanjalir
1.19.31.4,natvā girā sūnṛtayānvapṛcchat,natva gira sunrtayanvaprechat
1.19.32.1,parīkṣid uvāca,pariksid uvaca
1.19.33.1,yeṣāṁ saṁsmaraṇāt puṁsāṁ,yesam samsmaranat pumsam
1.19.33.2,sadyaḥ śuddhyanti vai gṛhāḥ,sadyah suddhyanti vai grhah
1.19.33.3,kiṁ punar darśana-sparśa-,kim punar darsana-sparsa-
1.19.33.4,pāda-śaucāsanādibhiḥ,pada-Ssaucasanadibhih
1.19.34.1,sānnidhyāt te mahā-yogin,sannidhyat te maha-yogin
1.19.34.2,pātakāni mahānty api,patakani mahanty api
1.19.34.3,sadyo naśyanti vai puṁsāṁ,sadyo nasyanti vai pumsam
1.19.34.4,viṣṇor iva suretarāḥ,visnor iva suretarah
1.19.35.1,api me bhagavān prītaḥ,api me bhagavan pritah
1.19.35.2,kṛṣṇaḥ pāṇḍu-suta-priyaḥ,krsnah pandu-suta-priyah
1.19.35.3,paitṛ-ṣvaseya-prīty-arthaṁ,paitr-svaseya-prity-artham
1.19.35.4,tad-gotrasyātta-bāndhavaḥ,tad-gotrasyatta-bandhavah
1.19.36.1,anyathā te ’vyakta-gater,anyatha te 'vyakta-gater
1.19.36.2,darśanaṁ naḥ kathaṁ nṛṇām,darsanam nah katham nrnam
1.19.36.3,nitarāṁ mriyamāṇānāṁ,nitaram mriyamananam
1.19.36.4,saṁsiddhasya vanīyasaḥ,samsiddhasya vantyasah
1.19.37.1,ataḥ pṛcchāmi saṁsiddhiṁ,atah prechami samsiddhim
1.19.37.2,yogināṁ paramaṁ gurum,yoginam paramam gurum
1.19.37.3,puruṣasyeha yat kāryaṁ,purusasyeha yat karyam
1.19.37.4,mriyamāṇasya sarvathā,mriyamanasya sarvatha
1.19.38.1,yac chrotavyam atho japyaṁ,yac chrotavyam atho japyam
1.19.38.2,yat kartavyaṁ nṛbhiḥ prabho,yat kartavyam nrbhih prabho
1.19.38.3,smartavyaṁ bhajanīyaṁ vā,smartavyam bhajantyam va
1.19.38.4,brūhi yad vā viparyayam,bruhi yad va viparyayam
1.19.39.1,nūnaṁ bhagavato brahman,nunam bhagavato brahman
1.19.39.2,gṛheṣu gṛha-medhinām,grhesu grha-medhinam
1.19.39.3,na lakṣyate hy avasthānam,na laksyate hy avasthanam
1.19.39.4,api go-dohanaṁ kvacit,api go-dohanam kvacit
1.19.40.1,sūta uvāca,suta uvaca
2.1.invocation.1,oṁ namo bhagavate vāsudevāya,om namo bhagavate vasudevaya
2.1.1.1,śrī-śuka uvāca,Sri-Suka uvaca
2.1.2.1,śrotavyādīni rājendra,Ssrotavyadini rajendra
2.1.2.2,nṛṇāṁ santi sahasraśaḥ,nrnam santi sahasrasah
2.1.2.3,apaśyatām ātma-tattvaṁ,apasyatam atma-tattvam
2.1.2.4,gṛheṣu gṛha-medhinām,grhesu grha-medhinam
2.1.3.1,nidrayā hriyate naktaṁ,nidraya hriyate naktam
2.1.3.2,vyavāyena ca vā vayaḥ,vyavayena ca va vayah
2.1.3.3,divā cārthehayā rājan,diva carthehaya rajan
2.1.3.4,kuṭumba-bharaṇena vā,kutumba-bharanena va
2.1.4.1,dehāpatya-kalatrādiṣv,dehapatya-kalatradisv
2.1.4.2,ātma-sainyeṣv asatsv api,atma-sainyesyv asatsyv api
2.1.4.3,teṣāṁ pramatto nidhanaṁ,tesam pramatto nidhanam
2.1.4.4,paśyann api na paśyati,pasyann api na pasyati
2.1.5.1,tasmād bhārata sarvātmā,tasmad bharata sarvatma
2.1.5.2,bhagavān īśvaro hariḥ,bhagavan Isvaro harih
2.1.5.3,śrotavyaḥ kīrtitavyaś ca,Srotavyah kirtitavyas ca
2.1.5.4,smartavyaś cecchatābhayam,smartavyas cecchatabhayam
2.1.6.1,etāvān sāṅkhya-yogābhyāṁ,etavan sankhya-yogabhyam
2.1.6.2,sva-dharma-pariniṣṭhayā,sva-dharma-parinisthaya
2.1.6.3,janma-lābhaḥ paraḥ puṁsām,anma-labhah parah pumsam
2.1.6.4,ante nārāyaṇa-smṛtiḥ,ante narayana-smrtih
2.1.7.1,prāyeṇa munayo rājan,prayena munayo rajan
2.1.7.2,nivṛttā vidhi-ṣedhataḥ,nivrtta vidhi-sedhatah
2.1.7.3,nairguṇya-sthā ramante sma,nairgunya-stha ramante sma
2.1.7.4,guṇānukathane hareḥ,gunanukathane hareh
2.1.8.1,idaṁ bhāgavataṁ nāma,idam bhagavatam nama
2.1.8.2,purāṇaṁ brahma-sammitam,puranam brahma-sammitam
2.1.8.3,adhītavān dvāparādau,adhitavan dvaparadau
2.1.8.4,pitur dvaipāyanād aham,pitur dvaipayanad aham
2.1.9.1,pariniṣṭhito ’pi nairguṇya,parinisthito 'pi nairgunya
2.1.9.2,uttama-śloka-līlayā,uttama-sloka-lflaya
2.1.9.3,gṛhīta-cetā rājarṣe,grhita-ceta rajarse
2.1.9.4,ākhyānaṁ yad adhītavān,akhyanam yad adhitavan
2.1.10.1,tad ahaṁ te ’bhidhāsyāmi,tad aham te 'bhidhasyami
2.1.10.2,mahā-pauruṣiko bhavān,maha-paurusiko bhavan
2.1.10.3,yasya śraddadhatām āśu,yasya sraddadhatam asu
2.1.10.4,syān mukunde matiḥ satī,syan mukunde matih sati
2.1.11.1,etan nirvidyamānānām,etan nirvidyamananam
2.1.11.2,icchatām akuto-bhayam,icchatam akuto-bhayam
2.1.11.3,yogināṁ nṛpa nirṇītaṁ,yoginam nrpa nirnitam
2.1.11.4,harer nāmānukīrtanam,harer namanukirtanam
2.1.12.1,kiṁ pramattasya bahubhiḥ,kim pramattasya bahubhih
2.1.12.2,parokṣair hāyanair iha,paroksair hayanair iha
2.1.12.3,varaṁ muhūrtaṁ viditaṁ,varam muhartam viditam
2.1.12.4,ghaṭate śreyase yataḥ,ghatate sreyase yatah
2.1.13.1,khaṭvāṅgo nāma rājarṣir,khatvango nama rajarsir
2.1.13.2,jñātveyattām ihāyuṣaḥ,natveyattam ihayusah
2.1.13.3,muhūrtāt sarvam utsṛjya,muhuartat sarvam utsr)ya
2.1.13.4,gatavān abhayaṁ harim,gatavan abhayam harim
2.1.14.1,tavāpy etarhi kauravya,tavapy etarhi kauravya
2.1.14.2,saptāhaṁ jīvitāvadhiḥ,saptaham jivitavadhih
2.1.14.3,upakalpaya tat sarvaṁ,upakalpaya tat sarvam
2.1.14.4,tāvad yat sāmparāyikam,tavad yat samparayikam
2.1.15.1,anta-kāle tu puruṣa,anta-kale tu purusa
2.1.15.2,āgate gata-sādhvasaḥ,agate gata-sadhvasah
2.1.15.3,chindyād asaṅga-śastreṇa,chindyad asanga-Sastrena
2.1.15.4,spṛhāṁ dehe ’nu ye ca tam,sprham dehe 'nu ye ca tam
2.1.16.1,gṛhāt pravrajito dhīraḥ,grhat pravrajito dhirah
2.1.16.2,puṇya-tīrtha-jalāplutaḥ,punya-tirtha-jalaplutah
2.1.16.3,śucau vivikta āsīno,sucau vivikta astno
2.1.16.4,vidhivat kalpitāsane,vidhivat kalpitasane
2.1.17.1,abhyasen manasā śuddhaṁ,abhyasen manasa suddham
2.1.17.2,trivṛd-brahmākṣaraṁ param,trivrd-brahmaksaram param
2.1.17.3,mano yacchej jita-śvāso,mano yacchej jita-svaso
2.1.17.4,brahma-bījam avismaran,brahma-bijam avismaran
2.1.18.1,niyacched viṣayebhyo ’kṣān,niyacched visayebhyo 'ksan
2.1.18.2,manasā buddhi-sārathiḥ,manasa buddhi-sarathih
2.1.18.3,manaḥ karmabhir ākṣiptaṁ,manah karmabhir aksiptam
2.1.18.4,śubhārthe dhārayed dhiyā,subharthe dharayed dhiya
2.1.19.1,tatraikāvayavaṁ dhyāyed,tatraikavayavam dhyayed
2.1.19.2,avyucchinnena cetasā,avyucchinnena cetasa
2.1.19.3,mano nirviṣayaṁ yuktvā,mano nirvisayam yuktva
2.1.19.4,tataḥ kiñcana na smaret,tatah kincana na smaret
2.1.19.5,padaṁ tat paramaṁ viṣṇor,padam tat paramam visnor
2.1.19.6,mano yatra prasīdati,mano yatra prasidati
2.1.20.1,rajas-tamobhyām ākṣiptaṁ,rajas-tamobhyam aksiptam
2.1.20.2,vimūḍhaṁ mana ātmanaḥ,vimudham mana atmanah
2.1.20.3,yacched dhāraṇayā dhīro,yacched dharanaya dhiro
2.1.20.4,hanti yā tat-kṛtaṁ malam,hanti ya tat-krtam malam
2.1.21.1,yasyāṁ sandhāryamāṇāyāṁ,yasyam sandharyamanayam
2.1.21.2,yogino bhakti-lakṣaṇaḥ,yogino bhakti-laksanah
2.1.21.3,āśu sampadyate yoga,asu sampadyate yoga
2.1.21.4,āśrayaṁ bhadram īkṣataḥ,asrayam bhadram iksatah
2.1.22.1,rājovāca,rajovaca
2.1.23.1,śrī-śuka uvāca,Sri-Suka uvaca
2.1.24.1,viśeṣas tasya deho ’yaṁ,visesas tasya deho 'yam
2.1.24.2,sthaviṣṭhaś ca sthavīyasām,sthavisthas ca sthaviyasam
2.1.24.3,yatredaṁ vyajyate viśvaṁ,yatredam vyajyate visvam
2.1.24.4,bhūtaṁ bhavyaṁ bhavac ca sat,bhutam bhavyam bhavac ca sat
2.1.25.1,aṇḍa-kośe śarīre ’smin,anda-kose Sartre 'smin
2.1.25.2,saptāvaraṇa-saṁyute,saptavarana-samyute
2.1.25.3,vairājaḥ puruṣo yo ’sau,vairajah puruso yo 'sau
2.1.25.4,bhagavān dhāraṇāśrayaḥ,bhagavan dharanasrayah
2.1.26.1,pātālam etasya hi pāda-mūlaṁ,patalam etasya hi pada-mulam
2.1.26.2,paṭhanti pārṣṇi-prapade rasātalam,pathanti parsni-prapade rasatalam
2.1.26.3,mahātalaṁ viśva-sṛjo ’tha gulphau,mahatalam visva-srjo 'tha gulphau
2.1.26.4,talātalaṁ vai puruṣasya jaṅghe,talatalam vai purusasya janghe
2.1.27.1,dve jānunī sutalaṁ viśva-mūrter,dve janunt sutalam visva-murter
2.1.27.2,ūru-dvayaṁ vitalaṁ cātalaṁ ca,uru-dvayam vitalam catalam ca
2.1.27.3,mahītalaṁ taj-jaghanaṁ mahīpate,mahitalam taj-jaghanam mahipate
2.1.27.4,nabhastalaṁ nābhi-saro gṛṇanti,nabhastalam nabhi-saro grnanti
2.1.28.1,uraḥ-sthalaṁ jyotir-anīkam asya,urah-sthalam jyotir-anikam asya
2.1.28.2,grīvā mahar vadanaṁ vai jano ’sya,griva mahar vadanam vai Jano 'sya
2.1.28.3,tapo varāṭīṁ vidur ādi-puṁsaḥ,tapo varatim vidur adi-pumsah
2.1.28.4,satyaṁ tu śīrṣāṇi sahasra-śīrṣṇaḥ,satyam tu sirsani sahasra-sirsnah
2.1.29.1,indrādayo bāhava āhur usrāḥ,indradayo bahava ahur usrah
2.1.29.2,karṇau diśaḥ śrotram amuṣya śabdaḥ,karnau disah srotram amusya sabdah
2.1.29.3,nāsatya-dasrau paramasya nāse,nasatya-dasrau paramasya nase
2.1.29.4,ghrāṇo ’sya gandho mukham agnir iddhaḥ,ghrano 'sya gandho mukham agnir iddhah
2.1.30.1,dyaur akṣiṇī cakṣur abhūt pataṅgaḥ,dyaur aksint caksur abhuat patangah
2.1.30.2,pakṣmāṇi viṣṇor ahanī ubhe ca,paksmani visnor ahant ubhe ca
2.1.30.3,tad-bhrū-vijṛmbhaḥ parameṣṭhi-dhiṣṇyam,tad-bhru-vijrmbhah paramesthi-dhisnyam
2.1.30.4,āpo ’sya tālū rasa eva jihvā,apo 'sya talu rasa eva jihva
2.1.31.1,chandāṁsy anantasya śiro gṛṇanti,chandamsy anantasya siro grnanti
2.1.31.2,daṁṣṭrā yamaḥ sneha-kalā dvijāni,damstra yamah sneha-kala dvijani
2.1.31.3,hāso janonmāda-karī ca māyā,haso janonmada-kart ca maya
2.1.31.4,duranta-sargo yad-apāṅga-mokṣaḥ,duranta-sargo yad-apanga-moksah
2.1.32.1,vrīḍottarauṣṭho ’dhara eva lobho,vridottaraustho 'dhara eva lobho
2.1.32.2,dharmaḥ stano ’dharma-patho ’sya pṛṣṭham,dharmakh stano 'dharma-patho 'sya prstham
2.1.32.3,kas tasya meḍhraṁ vṛṣaṇau ca mitrau,kas tasya medhram vrsanau ca mitrau
2.1.32.4,kukṣiḥ samudrā girayo ’sthi-saṅghāḥ,kuksih samudra girayo 'sthi-sanghah
2.1.33.1,nadyo ’sya nāḍyo ’tha tanū-ruhāṇi,nadyo 'sya nadyo 'tha tanu-ruhani
2.1.33.2,mahī-ruhā viśva-tanor nṛpendra,mahit-ruha visva-tanor nrpendra
2.1.33.3,ananta-vīryaḥ śvasitaṁ mātariśvā,ananta-viryah svasitam matarisva
2.1.33.4,gatir vayaḥ karma guṇa-pravāhaḥ,gatir vayah karma guna-pravahah
2.1.34.1,īśasya keśān vidur ambuvāhān,isasya kesan vidur ambuvahan
2.1.34.2,vāsas tu sandhyāṁ kuru-varya bhūmnaḥ,vasas tu sandhyam kuru-varya bhumnah
2.1.34.3,avyaktam āhur hṛdayaṁ manaś ca,avyaktam ahur hrdayam manas ca
2.1.34.4,sa candramāḥ sarva-vikāra-kośaḥ,sa candramah sarva-vikara-kosah
2.1.35.1,vijñāna-śaktiṁ mahim āmananti,viinana-Ssaktim mahim amananti
2.1.35.2,sarvātmano ’ntaḥ-karaṇaṁ giritram,sarvatmano 'ntah-karanam giritram
2.1.35.3,aśvāśvatary-uṣṭra-gajā nakhāni,asvasvatary-ustra-gaja nakhani
2.1.35.4,sarve mṛgāḥ paśavaḥ śroṇi-deśe,sarve mrgah pasavah sroni-dese
2.1.36.1,vayāṁsi tad-vyākaraṇaṁ vicitraṁ,vayamsi tad-vyakaranam vicitram
2.1.36.2,manur manīṣā manujo nivāsaḥ,manur manisa manuyjo nivasah
2.1.36.3,gandharva-vidyādhara-cāraṇāpsaraḥ,gandharva-vidyadhara-caranapsarah
2.1.36.4,svara-smṛtīr asurānīka-vīryaḥ,svara-smrtir asuranika-viryah
2.1.37.1,brahmānanaṁ kṣatra-bhujo mahātmā,brahmananam ksatra-bhyjo mahatma
2.1.37.2,viḍ ūrur aṅghri-śrita-kṛṣṇa-varṇaḥ,vid Uurur arnighri-srita-krsna-varnah
2.1.37.3,nānābhidhābhījya-gaṇopapanno,
2.1.37.4,dravyātmakaḥ karma vitāna-yogaḥ,dravyatmakah karma vitana-yogah
2.1.38.1,iyān asāv īśvara-vigrahasya,yan asav Isvara-vigrahasya
2.1.38.2,yaḥ sanniveśaḥ kathito mayā te,yah sannivesah kathito maya te
2.1.38.3,sandhāryate ’smin vapuṣi sthaviṣṭhe,sandharyate 'smin vapusi sthavisthe
2.1.38.4,manaḥ sva-buddhyā na yato ’sti kiñcit,manah sva-buddhya na yato 'sti kincit
2.1.39.1,sa sarva-dhī-vṛtty-anubhūta-sarva,sa sarva-dhi-vrtty-anubhata-sarva
2.1.39.2,ātmā yathā svapna-janekṣitaikaḥ,atma yatha svapna-janeksitaikah
2.1.39.3,taṁ satyam ānanda-nidhiṁ bhajeta,tam satyam ananda-nidhim bhajeta
2.1.39.4,nānyatra sajjed yata ātma-pātaḥ,nanyatra sajjed yata atma-patah
2.2.1.1,śrī-śuka uvāca,Sri-Suka uvaca
2.2.2.1,śābdasya hi brahmaṇa eṣa panthā,sabdasya hi brahmana esa pantha
2.2.2.2,yan nāmabhir dhyāyati dhīr apārthaiḥ,yan namabhir dhyayati dhir aparthaih
2.2.2.3,paribhramaṁs tatra na vindate ’rthān,paribhramams tatra na vindate 'rthan
2.2.2.4,māyāmaye vāsanayā śayānaḥ,mayamaye vasanaya sayanah
2.2.3.1,ataḥ kavir nāmasu yāvad arthaḥ,atah kavir namasu yavad arthah
2.2.3.2,syād apramatto vyavasāya-buddhiḥ,syad apramatto vyavasaya-buddhih
2.2.3.3,siddhe ’nyathārthe na yateta tatra,siddhe 'nyatharthe na yateta tatra
2.2.3.4,pariśramaṁ tatra samīkṣamāṇaḥ,parisramam tatra samiksamanah
2.2.4.1,satyāṁ kṣitau kiṁ kaśipoḥ prayāsair,satyam ksitau kim kasipoh prayasair
2.2.4.2,bāhau svasiddhe hy upabarhaṇaiḥ kim,bahau svasiddhe hy upabarhanaih kim
2.2.4.3,saty añjalau kiṁ purudhānna-pātryā,saty anjalau kim purudhanna-patrya
2.2.4.4,dig-valkalādau sati kiṁ dukūlaiḥ,dig-valkaladau sati kim dukualaih
2.2.5.1,cīrāṇi kiṁ pathi na santi diśanti bhikṣāṁ,cirani kim pathi na santi disanti bhiksam
2.2.5.2,naivāṅghripāḥ para-bhṛtaḥ sarito ’py aśuṣyan,naivanghripah para-bhrtah sarito 'py asusyan
2.2.5.3,ruddhā guhāḥ kim ajito ’vati nopasannān,ruddha guhah kim ajito 'vati nopasannan
2.2.5.4,kasmād bhajanti kavayo dhana-durmadāndhān,kasmad bhajanti kavayo dhana-durmadandhan
2.2.6.1,evaṁ sva-citte svata eva siddha,evam sva-citte svata eva siddha
2.2.6.2,ātmā priyo ’rtho bhagavān anantaḥ,atma priyo 'rtho bhagavan anantah
2.2.6.3,taṁ nirvṛto niyatārtho bhajeta,tam nirvrto niyatartho bhajeta
2.2.6.4,saṁsāra-hetūparamaś ca yatra,samsara-hetuparamas ca yatra
2.2.7.1,kas tāṁ tv anādṛtya parānucintām,kas tam tv anadrtya paranucintam
2.2.7.2,ṛte paśūn asatīṁ nāma kuryāt,rte pasun asatim nama kuryat
2.2.7.3,paśyañ janaṁ patitaṁ vaitaraṇyāṁ,pasyan janam patitam vaitaranyam
2.2.7.4,sva-karmajān paritāpāñ juṣāṇam,sva-karmajan paritapan jusanam
2.2.8.1,kecit sva-dehāntar-hṛdayāvakāśe,kecit sva-dehantar-hrdayavakase
2.2.8.2,prādeśa-mātraṁ puruṣaṁ vasantam,pradesa-matram purusam vasantam
2.2.8.3,catur-bhujaṁ kañja-rathāṅga-śaṅkha-,catur-bhujam kanja-rathanga-sankha-
2.2.8.4,gadā-dharaṁ dhāraṇayā smaranti,gada-dharam dharanaya smaranti
2.2.9.1,prasanna-vaktraṁ nalināyatekṣaṇaṁ,prasanna-vaktram nalinayateksanam
2.2.9.2,kadamba-kiñjalka-piśaṅga-vāsasam,kadamba-kinjalka-pisanga-vasasam
2.2.9.3,lasan-mahā-ratna-hiraṇmayāṅgadaṁ,lasan-maha-ratna-hiranmayangadam
2.2.9.4,sphuran-mahā-ratna-kirīṭa-kuṇḍalam,sphuran-maha-ratna-kirita-kundalam
2.2.10.1,unnidra-hṛt-paṅkaja-karṇikālaye,unnidra-hrt-pankaja-karnikalaye
2.2.10.2,yogeśvarāsthāpita-pāda-pallavam,yogesvarasthapita-pada-pallavam
2.2.10.3,śrī-lakṣaṇaṁ kaustubha-ratna-kandharam,Ssri-laksanam kaustubha-ratna-kandharam
2.2.10.4,amlāna-lakṣmyā vana-mālayācitam,amlana-laksmya vana-malayacitam
2.2.11.1,vibhūṣitaṁ mekhalayāṅgulīyakair,vibhusitam mekhalayangulryakair
2.2.11.2,mahā-dhanair nūpura-kaṅkaṇādibhiḥ,maha-dhanair nupura-kankanadibhih
2.2.11.3,snigdhāmalākuñcita-nīla-kuntalair,snigdhamalakuncita-nila-kuntalair
2.2.11.4,virocamānānana-hāsa-peśalam,virocamananana-hasa-pesalam
2.2.12.1,adīna-līlā-hasitekṣaṇollasad-,adina-lila-hasiteksanollasad-
2.2.12.2,bhrū-bhaṅga-saṁsūcita-bhūry-anugraham,bhru-bharnga-samsucita-bhury-anugraham
2.2.12.3,īkṣeta cintāmayam enam īśvaraṁ,ikseta cintamayam enam Isvaram
2.2.12.4,yāvan mano dhāraṇayāvatiṣṭhate,yavan mano dharanayavatisthate
2.2.13.1,ekaikaśo ’ṅgāni dhiyānubhāvayet,ekaikaso 'rgani dhiyanubhavayet
2.2.13.2,pādādi yāvad dhasitaṁ gadābhṛtaḥ,padadi yavad dhasitam gadabhrtah
2.2.13.3,jitaṁ jitaṁ sthānam apohya dhārayet,jitam jitam sthanam apohya dharayet
2.2.13.4,paraṁ paraṁ śuddhyati dhīr yathā yathā,param param suddhyati dhir yatha yatha
2.2.14.1,yāvan na jāyeta parāvare ’smin,yavan na jayeta paravare 'smin
2.2.14.2,viśveśvare draṣṭari bhakti-yogaḥ,visvesvare drastari bhakti-yogah
2.2.14.3,tāvat sthavīyaḥ puruṣasya rūpaṁ,tavat sthaviyah purusasya rupam
2.2.14.4,kriyāvasāne prayataḥ smareta,kriyavasane prayatah smareta
2.2.15.1,sthiraṁ sukhaṁ cāsanam āsthito yatir,sthiram sukham casanam asthito yatir
2.2.15.2,yadā jihāsur imam aṅga lokam,yada jihasur imam anga lokam
2.2.15.3,kāle ca deśe ca mano na sajjayet,kale ca dese ca mano na sajjayet
2.2.15.4,prāṇān niyacchen manasā jitāsuḥ,pranan niyacchen manasa jitasuh
2.2.16.1,manaḥ sva-buddhyāmalayā niyamya,manah sva-buddhyamalaya niyamya
2.2.16.2,kṣetra-jña etāṁ ninayet tam ātmani,ksetra-jna etam ninayet tam atmani
2.2.16.3,ātmānam ātmany avarudhya dhīro,atmanam atmany avarudhya dhiro
2.2.16.4,labdhopaśāntir virameta kṛtyāt,labdhopasantir virameta krtyat
2.2.17.1,na yatra kālo ’nimiṣāṁ paraḥ prabhuḥ,na yatra kalo 'nimisam parah prabhuh
2.2.17.2,kuto nu devā jagatāṁ ya īśire,kuto nu deva jagatam ya Isire
2.2.17.3,na yatra sattvaṁ na rajas tamaś ca,na yatra sattvam na rajas tamas ca
2.2.17.4,na vai vikāro na mahān pradhānam,na vai vikaro na mahan pradhanam
2.2.18.1,paraṁ padaṁ vaiṣṇavam āmananti tad,param padam vaisnavam amananti tad
2.2.18.2,yan neti netīty atad utsisṛkṣavaḥ,yan neti netity atad utsisrksavah
2.2.18.3,visṛjya daurātmyam ananya-sauhṛdā,visrya dauratmyam ananya-sauhrda
2.2.18.4,hṛdopaguhyārha-padaṁ pade pade,hrdopaguhyarha-padam pade pade
2.2.19.1,itthaṁ munis tūparamed vyavasthito,ittham munis tuparamed vyavasthito
2.2.19.2,vijñāna-dṛg-vīrya-surandhitāśayaḥ,viinana-drg-virya-surandhitasayah
2.2.19.3,sva-pārṣṇināpīḍya gudaṁ tato ’nilaṁ,sva-parsninapidya gudam tato 'nilam
2.2.19.4,sthāneṣu ṣaṭsūnnamayej jita-klamaḥ,sthanesu satsunnamayej jita-klamah
2.2.20.1,nābhyāṁ sthitaṁ hṛdy adhiropya tasmād,nabhyam sthitam hrdy adhiropya tasmad
2.2.20.2,udāna-gatyorasi taṁ nayen muniḥ,udana-gatyorasi tam nayen munih
2.2.20.3,tato ’nusandhāya dhiyā manasvī,tato 'nusandhaya dhiya manasvi
2.2.20.4,sva-tālu-mūlaṁ śanakair nayeta,sva-talu-mulam sanakair nayeta
2.2.21.1,tasmād bhruvor antaram unnayeta,tasmad bhruvor antaram unnayeta
2.2.21.2,niruddha-saptāyatano ’napekṣaḥ,niruddha-saptayatano 'napeksah
2.2.21.3,sthitvā muhūrtārdham akuṇṭha-dṛṣṭir,sthitva muhartardham akuntha-drstir
